accx,accy,accz,subject,activity
0.1113672,0.7759385,0.6131538,3,6
0.1119166,0.7784921,0.608825,3,6
0.1128646,0.7829265,0.6026679,3,6
0.1137981,0.7881556,0.5996227,3,6
0.1135828,0.7872472,0.5961844,3,6
0.1143559,0.7866296,0.5944943,3,6
0.1136908,0.7893504,0.6029556,3,6
0.1136887,0.78378,0.6107145,3,6
0.1136173,0.7779367,0.6102651,3,6
0.1095361,0.7758495,0.6135809,3,6
0.1056597,0.7704796,0.6222641,3,6
0.1055453,0.7694384,0.6222819,3,6
0.110372,0.7697572,0.6166988,3,6
0.114012,0.7690367,0.6172112,3,6
0.1110043,0.7720032,0.6141522,3,6
0.1073859,0.7726073,0.6088123,3,6
0.1055645,0.773456,0.6084428,3,6
0.105108,0.7758736,0.6084115,3,6
0.1075966,0.7765749,0.6097718,3,6
0.1144987,0.777433,0.6054848,3,6
0.1215053,0.7802779,0.6010969,3,6
0.1179449,0.7904434,0.6069202,3,6
0.1125213,0.7976885,0.6098567,3,6
0.1168537,0.793369,0.6081691,3,6
0.1176528,0.789223,0.6079019,3,6
0.112794,0.7817475,0.6087177,3,6
0.1104367,0.7688753,0.6094935,3,6
0.1071748,0.7679013,0.6094748,3,6
0.1080156,0.7716849,0.6104196,3,6
0.1114919,0.7630599,0.6103429,3,6
0.1106917,0.7584082,0.6124375,3,6
0.1112634,0.7637137,0.6180039,3,6
0.1105539,0.7657107,0.6217908,3,6
0.1095504,0.7722123,0.6193334,3,6
0.1112764,0.7806212,0.6086714,3,6
0.110218,0.7812572,0.601753,3,6
0.1109531,0.7805515,0.6020739,3,6
0.1118874,0.7804002,0.6011505,3,6
0.1104005,0.7814409,0.5997165,3,6
0.1117677,0.7818503,0.5997888,3,6
0.1130075,0.7814227,0.6019537,3,6
0.1132063,0.7825319,0.6031772,3,6
0.1099902,0.7808601,0.6068172,3,6
0.1049341,0.7770703,0.6131929,3,6
0.106672,0.7729838,0.6100066,3,6
0.1081557,0.7713758,0.6060461,3,6
0.1062148,0.7721425,0.609257,3,6
0.1079969,0.7702055,0.60868,3,6
0.1090147,0.770444,0.6087449,3,6
0.1075247,0.7714992,0.6152368,3,6
0.1067033,0.7692685,0.6192546,3,6
0.1059671,0.770421,0.6151782,3,6
0.1096249,0.7760514,0.6084324,3,6
0.1141248,0.7844806,0.6064417,3,6
0.1109023,0.7889057,0.6044379,3,6
0.108627,0.7850908,0.5998667,3,6
0.1129944,0.781807,0.6007893,3,6
0.1148265,0.7786809,0.6026043,3,6
0.1118325,0.7775732,0.6011936,3,6
0.1075536,0.7807047,0.6044151,3,6
0.1046781,0.7788591,0.6089887,3,6
0.1069361,0.7778104,0.6108206,3,6
0.1088726,0.7769705,0.6138617,3,6
0.1036125,0.7688773,0.6175825,3,6
0.09965266,0.7636994,0.6205715,3,6
0.1029507,0.7621782,0.6204221,3,6
0.106609,0.7644084,0.613983,3,6
0.108175,0.7714404,0.6045045,3,6
0.1088462,0.7740885,0.6009604,3,6
0.1088546,0.7766203,0.6058357,3,6
0.1117437,0.7807467,0.6082559,3,6
0.1154449,0.7818757,0.6040409,3,6
0.1150201,0.7845362,0.6006544,3,6
0.113831,0.7871032,0.6005834,3,6
0.1102188,0.7854246,0.6052579,3,6
0.1004937,0.7836791,0.6113555,3,6
0.09681786,0.7845608,0.6095115,3,6
0.1038044,0.7816532,0.6038085,3,6
0.107531,0.775532,0.6014324,3,6
0.1047091,0.7741047,0.6022374,3,6
0.10282,0.7752178,0.6070288,3,6
0.1043362,0.7762043,0.6103292,3,6
0.1088018,0.776554,0.6113385,3,6
0.1123068,0.7760815,0.6166544,3,6
0.1118233,0.7756846,0.6189199,3,6
0.1113552,0.7754274,0.6126343,3,6
0.1105922,0.7794316,0.606629,3,6
0.1060953,0.7838061,0.6066513,3,6
0.1029884,0.7828416,0.6101403,3,6
0.1042672,0.7813662,0.6119168,3,6
0.1064963,0.7792012,0.6106395,3,6
0.1068367,0.7749654,0.6080765,3,6
0.1039987,0.7745816,0.6071848,3,6
0.1010233,0.7783512,0.6112056,3,6
0.1019265,0.7791806,0.6152767,3,6
0.1073654,0.7746902,0.6121513,3,6
0.1122625,0.767883,0.6076027,3,6
0.110795,0.7652195,0.608296,3,6
0.1058711,0.7696523,0.6098823,3,6
0.1039396,0.7740193,0.6141686,3,6
0.1085166,0.7756361,0.6189108,3,6
0.1142249,0.7759803,0.6113065,3,6
0.1138719,0.7782131,0.6019698,3,6
0.1131026,0.7865687,0.6036345,3,6
0.1141002,0.7900582,0.6041154,3,6
0.1108605,0.7817452,0.6042151,3,6
0.1074659,0.7738819,0.6137254,3,6
0.1073897,0.7740608,0.6240908,3,6
0.1070033,0.7760054,0.6280759,3,6
0.1076531,0.7746627,0.6254164,3,6
0.1088561,0.7736408,0.6193731,3,6
0.1077354,0.7700118,0.6171511,3,6
0.1053213,0.7629759,0.6164787,3,6
0.1022377,0.7609364,0.6170773,3,6
0.100351,0.7629626,0.6191831,3,6
0.1012046,0.7748191,0.6175937,3,6
0.1079218,0.7941309,0.6162023,3,6
0.1216602,0.7948347,0.6106697,3,6
0.1273848,0.7863058,0.6027829,3,6
0.1171605,0.7895751,0.6067796,3,6
0.1089287,0.7883625,0.6100318,3,6
0.1100212,0.7812311,0.6037277,3,6
0.1082944,0.7788655,0.6017279,3,6
0.1051948,0.7796697,0.6049741,3,6
0.10666,0.7833077,0.6063049,3,6
0.1089287,0.7804637,0.6054801,3,6
0.1114008,0.7773946,0.605625,3,6
0.1094267,0.7823125,0.6082993,3,6
0.1051513,0.7820432,0.6124206,3,6
0.1095129,0.778364,0.6157769,3,6
0.1139593,0.7676183,0.6187014,3,6
0.1124626,0.7497646,0.6259039,3,6
0.1082374,0.7449649,0.6338772,3,6
0.1018466,0.7472229,0.634267,3,6
0.1032879,0.7457848,0.6305958,3,6
0.106011,0.7473139,0.6238431,3,6
0.1019053,0.7540009,0.6152421,3,6
0.1033326,0.7624631,0.6177452,3,6
0.1070525,0.7708827,0.6231727,3,6
0.1085846,0.7800141,0.6198515,3,6
0.109376,0.7872493,0.6195095,3,6
0.1089189,0.7912359,0.615947,3,6
0.1165554,0.7889565,0.6028458,3,6
0.1235616,0.781735,0.5965551,3,6
0.1190791,0.7798045,0.5985022,3,6
0.1163216,0.7782332,0.6028707,3,6
0.1189708,0.7715624,0.6107909,3,6
0.1199207,0.7659218,0.6200052,3,6
0.1191228,0.7623367,0.6220833,3,6
0.1185495,0.7600631,0.6172975,3,6
0.1166028,0.7567045,0.6185413,3,6
0.1113812,0.7547905,0.6192116,3,6
0.1053786,0.7575624,0.6172075,3,6
0.103,0.7615321,0.6229029,3,6
0.1025876,0.7668425,0.6228509,3,6
0.09894526,0.7667163,0.6179206,3,6
0.09875277,0.7632015,0.6190303,3,6
0.1056351,0.7678548,0.6188407,3,6
0.1098026,0.7743131,0.6168811,3,6
0.1080613,0.7816488,0.6159914,3,6
0.1060865,0.7851079,0.6165883,3,6
0.109857,0.7817961,0.6146344,3,6
0.1139636,0.7890551,0.6089702,3,6
0.1166484,0.7948132,0.6039151,3,6
0.124335,0.7903581,0.599233,3,6
0.1300056,0.7902126,0.5992207,3,6
0.1338418,0.7850702,0.5993912,3,6
0.1343713,0.7775924,0.5975217,3,6
0.1261254,0.7783965,0.6011077,3,6
0.1229882,0.7736376,0.6072023,3,6
0.1218419,0.7568443,0.6193296,3,6
0.1141652,0.7391722,0.6303465,3,6
0.1089191,0.7332077,0.627864,3,6
0.1050396,0.7397758,0.6261095,3,6
0.1008473,0.7484146,0.626626,3,6
0.09907611,0.7518935,0.6230394,3,6
0.09854682,0.7543609,0.6228534,3,6
0.09712433,0.7574075,0.622249,3,6
0.09793329,0.7602196,0.6206601,3,6
0.1036437,0.7696948,0.6196203,3,6
0.1064695,0.7793428,0.6151292,3,6
0.1093143,0.7841279,0.6154382,3,6
0.1170763,0.7899729,0.6139439,3,6
0.1239251,0.7902235,0.6014035,3,6
0.1270255,0.7865564,0.5921186,3,6
0.1255894,0.7848677,0.5903951,3,6
0.1268912,0.7810306,0.5935275,3,6
0.128463,0.7806831,0.6001383,3,6
0.122824,0.7834449,0.6076729,3,6
0.1183681,0.7814413,0.6139765,3,6
0.1161735,0.7812006,0.6113396,3,6
0.1144941,0.7811771,0.6089536,3,6
0.1111704,0.7746795,0.6121537,3,6
0.1059845,0.7705192,0.6135372,3,6
0.1058844,0.7703821,0.6192419,3,6
0.1034228,0.769786,0.6201992,3,6
0.1003045,0.7659454,0.615528,3,6
0.1066518,0.7615562,0.6196228,3,6
0.11208,0.768719,0.6208496,3,6
0.1115798,0.7773539,0.6188646,3,6
0.1127057,0.7751866,0.6185422,3,6
0.1182136,0.7740407,0.6140435,3,6
0.122186,0.7758506,0.6118029,3,6
0.1176894,0.7757819,0.6090517,3,6
0.1112157,0.7762314,0.607471,3,6
0.1103992,0.7758992,0.6081555,3,6
0.1114907,0.7752844,0.6058173,3,6
0.1120676,0.7793781,0.6122613,3,6
0.1127385,0.7828704,0.6159255,3,6
0.1120131,0.7776029,0.6122743,3,6
0.1093311,0.7723768,0.6173275,3,6
0.1061747,0.773156,0.6166513,3,6
0.1064493,0.7710239,0.612502,3,6
0.1099931,0.7655991,0.6127063,3,6
0.1122496,0.762873,0.6112015,3,6
0.1142138,0.7638706,0.6154972,3,6
0.1148101,0.7722286,0.6166624,3,6
0.1130408,0.7814918,0.6164958,3,6
0.1139876,0.779391,0.620628,3,6
0.114246,0.7772194,0.616648,3,6
0.1117719,0.780709,0.6135261,3,6
0.1099614,0.7784141,0.6114128,3,6
0.107789,0.7753137,0.6072485,3,6
0.1096437,0.773284,0.6075654,3,6
0.1124655,0.7697938,0.6071472,3,6
0.1097477,0.7711807,0.6125051,3,6
0.1092832,0.7723706,0.6190617,3,6
0.1111276,0.7726442,0.617469,3,6
0.1110999,0.7747948,0.6157016,3,6
0.1113153,0.7741596,0.6110471,3,6
0.1109335,0.774988,0.6071639,3,6
0.1107468,0.7751664,0.609818,3,6
0.1095115,0.7713738,0.6146609,3,6
0.1075339,0.7695216,0.6198714,3,6
0.1086694,0.7692763,0.6188789,3,6
0.1104799,0.7717157,0.6164954,3,6
0.1115476,0.7754568,0.618925,3,6
0.1126575,0.7773449,0.6176451,3,6
0.1138506,0.7773263,0.6141398,3,6
0.1142497,0.7731612,0.6110907,3,6
0.111921,0.7715255,0.608433,3,6
0.1108488,0.7730395,0.6108134,3,6
0.1116698,0.7715679,0.6117186,3,6
0.1107286,0.7712687,0.6085999,3,6
0.1103146,0.7711687,0.6080396,3,6
0.1079631,0.7720229,0.6091561,3,6
0.1043686,0.7774713,0.6126903,3,6
0.1078503,0.7805083,0.6158947,3,6
0.1133699,0.7787281,0.6138528,3,6
0.1143068,0.775576,0.6130004,3,6
0.1131774,0.7722759,0.6145385,3,6
0.1125634,0.7692422,0.6136724,3,6
0.06220856,0.6501921,0.7592214,30,6
0.06956316,0.6425034,0.7632123,30,6
0.07507962,0.6391476,0.766747,30,6
0.07574337,0.6369504,0.7631824,30,6
0.07997487,0.6391566,0.7629522,30,6
0.07601528,0.6435226,0.7698174,30,6
0.07512237,0.6461755,0.776144,30,6
0.07706654,0.6496873,0.7737585,30,6
0.07961867,0.6500443,0.7695032,30,6
0.09258201,0.646795,0.7677712,30,6
0.1007367,0.6332115,0.7639511,30,6
0.1013776,0.6195971,0.7656704,30,6
0.1074478,0.634575,0.7720269,30,6
0.1087746,0.660835,0.7782494,30,6
0.09046029,0.667105,0.7939567,30,6
0.07059213,0.6582779,0.8036231,30,6
0.07925077,0.6490157,0.7769065,30,6
0.08515641,0.645039,0.7467428,30,6
0.05621976,0.6408544,0.7625463,30,6
0.03734322,0.6332881,0.7780728,30,6
0.04586532,0.6308973,0.7632616,30,6
0.04784995,0.6404735,0.769046,30,6
0.04240345,0.6539697,0.7825186,30,6
0.04577706,0.6564551,0.7883719,30,6
0.05586716,0.6557266,0.805177,30,6
0.06633595,0.6597485,0.800257,30,6
0.07804896,0.6547801,0.7824721,30,6
0.08567339,0.6475268,0.7730622,30,6
0.08512556,0.6470704,0.7650877,30,6
0.08264733,0.6464581,0.7702879,30,6
0.08115893,0.6476883,0.7685364,30,6
0.0834738,0.6464772,0.7636174,30,6
0.08597432,0.6445377,0.7683244,30,6
0.08672664,0.6458322,0.766103,30,6
0.08758495,0.6442995,0.7742121,30,6
0.0842182,0.6470762,0.783806,30,6
0.07966522,0.6510452,0.7826459,30,6
0.07155774,0.6498329,0.7847017,30,6
0.06281924,0.6496177,0.7793787,30,6
0.06001331,0.6480269,0.7701711,30,6
0.05632364,0.6447108,0.765815,30,6
0.05767698,0.639736,0.7651791,30,6
0.06317622,0.634159,0.7670055,30,6
0.06698454,0.6341681,0.7701657,30,6
0.07510572,0.6380453,0.7774965,30,6
0.08187471,0.6425577,0.7775318,30,6
0.08465202,0.6464864,0.7738512,30,6
0.08479995,0.6495678,0.7756876,30,6
0.08347334,0.6533072,0.7744101,30,6
0.08372927,0.6565935,0.7728209,30,6
0.08113327,0.6566497,0.7703794,30,6
0.07938112,0.6542311,0.7653633,30,6
0.07683408,0.6517826,0.7631833,30,6
0.07048978,0.6503657,0.7634386,30,6
0.07146269,0.6504464,0.7664038,30,6
0.07270374,0.650466,0.7701241,30,6
0.06932476,0.6510752,0.7759962,30,6
0.07015853,0.6493667,0.7847631,30,6
0.07003382,0.6459021,0.7893479,30,6
0.07044516,0.649125,0.7839858,30,6
0.07416574,0.6510059,0.774279,30,6
0.07576562,0.6471268,0.7751523,30,6
0.07827203,0.6448767,0.7768398,30,6
0.07933721,0.6427297,0.7718553,30,6
0.07880784,0.6418828,0.7738596,30,6
0.080803,0.6417226,0.7724744,30,6
0.07946247,0.6419839,0.7688457,30,6
0.07998068,0.6460195,0.7706167,30,6
0.08493837,0.6498946,0.7633687,30,6
0.08389183,0.6509022,0.7594663,30,6
0.07972581,0.6498209,0.7712837,30,6
0.07515867,0.6505816,0.7821231,30,6
0.07284831,0.6517187,0.7775405,30,6
0.07454438,0.6481829,0.7668645,30,6
0.07155339,0.6454044,0.7638324,30,6
0.0715217,0.6455731,0.7608867,30,6
0.07556555,0.6463562,0.7611385,30,6
0.07452708,0.6477565,0.7626819,30,6
0.0767322,0.6486828,0.7593632,30,6
0.08274155,0.6478023,0.7629503,30,6
0.08935175,0.6447243,0.7632485,30,6
0.09058713,0.6441751,0.7611491,30,6
0.08422972,0.6465804,0.7640617,30,6
0.08343563,0.6476178,0.7628749,30,6
0.08071911,0.6471324,0.7667355,30,6
0.07466892,0.6446893,0.7715554,30,6
0.07639884,0.6422028,0.7722762,30,6
0.0768795,0.6418812,0.7727637,30,6
0.07579711,0.64521,0.7680785,30,6
0.07575575,0.649731,0.7657695,30,6
0.07452864,0.6487785,0.7655113,30,6
0.07525714,0.6469631,0.7673392,30,6
0.07632236,0.6474911,0.7711314,30,6
0.07836421,0.6469564,0.7680894,30,6
0.07990723,0.6473018,0.7671122,30,6
0.07904972,0.647183,0.7685644,30,6
0.07936493,0.6460749,0.7695077,30,6
0.08105757,0.6459696,0.7734621,30,6
0.0821698,0.6466845,0.7724216,30,6
0.08027628,0.6485734,0.7685266,30,6
0.07860256,0.6490072,0.7659039,30,6
0.08101076,0.6483225,0.7653991,30,6
0.08266449,0.6487328,0.7703648,30,6
0.08026492,0.6487897,0.7720147,30,6
0.07597436,0.6492574,0.7721669,30,6
0.07236613,0.6492956,0.776952,30,6
0.07136742,0.64693,0.7710746,30,6
0.07258242,0.6441874,0.7611261,30,6
0.0729784,0.6429673,0.7654949,30,6
0.07444566,0.6430822,0.7682545,30,6
0.07754951,0.6432583,0.7668112,30,6
0.07664933,0.6436606,0.7723239,30,6
0.07628333,0.6443105,0.7734692,30,6
0.08057633,0.6446144,0.7712912,30,6
0.0829013,0.6463797,0.7725163,30,6
0.08159491,0.6479013,0.7721518,30,6
0.07844278,0.6473067,0.7711256,30,6
0.07530589,0.6479429,0.7708627,30,6
0.07456442,0.649063,0.7716009,30,6
0.0759248,0.6486167,0.7724964,30,6
0.07682656,0.6479052,0.7706302,30,6
0.07530111,0.6460289,0.7667731,30,6
0.07454862,0.6440119,0.7642324,30,6
0.07521863,0.645822,0.7655916,30,6
0.07494024,0.6484517,0.7685887,30,6
0.07535554,0.6471429,0.7700918,30,6
0.07681766,0.6466053,0.7705763,30,6
0.07808056,0.6478683,0.7707946,30,6
0.07719237,0.6465839,0.770973,30,6
0.07577989,0.6456595,0.7710071,30,6
0.07744689,0.6460595,0.7717762,30,6
0.07833283,0.6475304,0.7735245,30,6
0.07749794,0.6498534,0.7741295,30,6
0.07710817,0.6499328,0.7743306,30,6
0.0742638,0.6501545,0.7747603,30,6
0.0714128,0.6501456,0.7724649,30,6
0.07399634,0.6495675,0.769941,30,6
0.07812631,0.6502622,0.7715446,30,6
0.07779345,0.6485646,0.773131,30,6
0.07561291,0.6464008,0.7719289,30,6
0.0752414,0.6455596,0.7719795,30,6
0.07753838,0.6454247,0.7724577,30,6
0.08125834,0.6463917,0.7712251,30,6
0.08055343,0.6459411,0.7714861,30,6
0.07691114,0.6474476,0.7725585,30,6
0.07515954,0.6492317,0.7722954,30,6
0.07436938,0.6466055,0.7724523,30,6
0.07559064,0.6452831,0.7740161,30,6
0.07706987,0.6469307,0.7765192,30,6
0.07745052,0.6486464,0.7796144,30,6
0.07661163,0.6483313,0.7826952,30,6
0.07375665,0.6457025,0.7808206,30,6
0.07390095,0.6437842,0.7734819,30,6
0.07436955,0.6440513,0.7694149,30,6
0.07398823,0.6452196,0.7701214,30,6
0.07755767,0.6453258,0.7704771,30,6
0.0787034,0.6470705,0.7686545,30,6
0.07817041,0.649703,0.7685166,30,6
0.07934564,0.6491719,0.7706272,30,6
0.07737054,0.6485302,0.7691166,30,6
0.07545558,0.6482585,0.7690145,30,6
0.07549707,0.647704,0.7718544,30,6
0.07499301,0.6472349,0.773068,30,6
0.07495404,0.6467528,0.7760406,30,6
0.07615762,0.6476352,0.7743097,30,6
0.0776829,0.6475394,0.7675185,30,6
0.07759725,0.6483319,0.766465,30,6
0.07600139,0.649395,0.7749976,30,6
0.0747616,0.647261,0.7850357,30,6
0.0768881,0.6476225,0.7765979,30,6
0.08066142,0.6485708,0.7651034,30,6
0.08025116,0.6472271,0.7705215,30,6
0.07676357,0.647191,0.7706941,30,6
0.07397984,0.6463846,0.7690892,30,6
0.07487352,0.6463323,0.7752016,30,6
0.07769951,0.6478757,0.7744805,30,6
0.07748747,0.6483114,0.7700109,30,6
0.07604959,0.6495922,0.7651428,30,6
0.07492425,0.6501662,0.763737,30,6
0.0766145,0.6480562,0.7666417,30,6
0.08085636,0.6465753,0.764824,30,6
0.08096072,0.6471578,0.7655949,30,6
0.08017,0.6475656,0.7698386,30,6
0.08085338,0.6469985,0.7720687,30,6
0.08033648,0.6472024,0.773309,30,6
0.08084221,0.6474038,0.7715432,30,6
0.08148407,0.6470267,0.7720636,30,6
0.08169708,0.6473225,0.7729542,30,6
0.08030906,0.6465343,0.7723223,30,6
0.07732852,0.6435347,0.7771343,30,6
0.07730353,0.6414233,0.7805703,30,6
0.07709439,0.6447205,0.7785771,30,6
0.07479697,0.648986,0.7752626,30,6
0.07381144,0.6463963,0.7733415,30,6
0.07364163,0.6442975,0.7741171,30,6
0.07532425,0.645614,0.7722284,30,6
0.07988044,0.6431943,0.7676704,30,6
0.08279079,0.6426024,0.7648858,30,6
0.07942479,0.6454993,0.7647768,30,6
0.07515999,0.6461013,0.7657646,30,6
0.07631406,0.6461706,0.7653269,30,6
0.07701304,0.6465514,0.7659965,30,6
0.07563399,0.6474259,0.767042,30,6
0.07555785,0.647787,0.7656635,30,6
0.07375912,0.6474273,0.7648742,30,6
0.07204441,0.647889,0.7667497,30,6
0.07234527,0.6453685,0.7725601,30,6
0.07205843,0.643611,0.7777504,30,6
0.07299013,0.6466819,0.773666,30,6
0.07608727,0.6477341,0.7687019,30,6
0.07954838,0.646003,0.7738034,30,6
0.07952908,0.644556,0.7766808,30,6
0.07567005,0.6441272,0.7720257,30,6
0.07452308,0.644443,0.7707493,30,6
0.07614952,0.644407,0.7707439,30,6
0.07742457,0.6472031,0.7696122,30,6
0.07735693,0.6513409,0.7695839,30,6
0.07547158,0.6506525,0.7694183,30,6
0.07468405,0.6489287,0.7714597,30,6
0.07436738,0.6500797,0.7732341,30,6
0.07467495,0.6479921,0.7738608,30,6
0.07642701,0.6431796,0.7757037,30,6
0.07853804,0.641435,0.776079,30,6
0.08329139,0.6405164,0.77685,30,6
0.08442827,0.6402065,0.7797232,30,6
0.08026519,0.6423965,0.7829382,30,6
0.07900014,0.6471575,0.7833591,30,6
0.07750011,0.6518611,0.7770922,30,6
0.07621134,0.6500527,0.7676825,30,6
0.07709244,0.647317,0.7633033,30,6
0.07450302,0.6493224,0.767143,30,6
0.07186688,0.6502531,0.7707223,30,6
0.06993801,0.6501616,0.7697139,30,6
0.06540543,0.6501394,0.7727967,30,6
0.06439209,0.6515421,0.7764617,30,6
0.06848157,0.6564811,0.7738449,30,6
0.07245256,0.6590463,0.7718493,30,6
0.07528833,0.6554177,0.7721569,30,6
0.07575695,0.6496081,0.7711242,30,6
0.07503703,0.6473276,0.7698146,30,6
0.07904167,0.6476456,0.7696511,30,6
0.08398936,0.6485813,0.7693904,30,6
0.08467042,0.6505374,0.7677207,30,6
0.08473616,0.6484431,0.7682231,30,6
0.0844278,0.6453779,0.7723877,30,6
0.08231807,0.6449818,0.7756155,30,6
0.07862758,0.6422524,0.7763575,30,6
0.07576102,0.6414373,0.7763043,30,6
0.07593447,0.6427138,0.7762691,30,6
0.07487556,0.6428653,0.7755789,30,6
0.07286116,0.644738,0.7745701,30,6
0.07330497,0.6431943,0.7749953,30,6
0.07312968,0.6407776,0.7752319,30,6
0.07171678,0.6448448,0.7747689,30,6
0.07241827,0.6479751,0.7751125,30,6
0.0746067,0.6472206,0.7750194,30,6
0.07632796,0.6470828,0.7748965,30,6
0.07777795,0.647268,0.7747661,30,6
0.07794966,0.6472636,0.7729451,30,6
0.0776151,0.6475352,0.7708145,30,6
0.07811214,0.6489967,0.7707291,30,6
0.07855953,0.6500797,0.7728688,30,6
0.07945266,0.6474474,0.7745828,30,6
0.0790152,0.6453688,0.7746667,30,6
0.07700568,0.6501827,0.7731481,30,6
0.076104,0.6576023,0.7700954,30,6
0.07649001,0.6584117,0.7699943,30,6
0.07899097,0.6509041,0.7717941,30,6
0.08257178,0.640668,0.771097,30,6
0.08500419,0.6327165,0.7733028,30,6
0.08396107,0.6260879,0.7782121,30,6
0.07672715,0.6212716,0.7812206,30,6
0.06699533,0.6230432,0.7850975,30,6
0.06297751,0.6289453,0.785918,30,6
0.066718,0.6374968,0.7827286,30,6
0.070297,0.6509865,0.7794728,30,6
0.07445016,0.6641091,0.7714815,30,6
0.08187922,0.6711236,0.7665906,30,6
0.08164838,0.6712685,0.7696378,30,6
0.08128118,0.6704515,0.7664796,30,6
0.08776517,0.6692947,0.7619365,30,6
0.08841717,0.6599102,0.767211,30,6
0.08987052,0.6491156,0.7769526,30,6
0.09060039,0.645273,0.7828445,30,6
0.08052408,0.6374596,0.7743677,30,6
0.0746414,0.6225886,0.7630383,30,6
0.07606385,0.6217828,0.768526,30,6
0.0770643,0.6321073,0.7734143,30,6
0.07747028,0.634191,0.7706521,30,6
0.07703499,0.6422284,0.7732553,30,6
0.07628228,0.6552531,0.7722603,30,6
0.0724305,0.6659203,0.7701424,30,6
0.07179602,0.6764895,0.7718984,30,6
0.0778087,0.6688314,0.7699654,30,6
0.08395455,0.661532,0.770234,30,6
0.08903872,0.6621489,0.7679143,30,6
0.08813739,0.6518168,0.7638963,30,6
0.08713652,0.6436832,0.769608,30,6
0.09002063,0.6293641,0.7745995,30,6
0.08773766,0.6190367,0.7760393,30,6
0.0854992,0.624545,0.7785888,30,6
0.08184977,0.6227378,0.7796854,30,6
0.07551626,0.6276716,0.7790297,30,6
0.07716671,0.6366969,0.7766664,30,6
0.0792648,0.6435044,0.7752876,30,6
0.07708853,0.6563388,0.7745951,30,6
0.07859301,0.6551687,0.7740033,30,6
0.08022791,0.6537538,0.7710334,30,6
0.07941049,0.6594041,0.766528,30,6
0.07993065,0.6559831,0.7695456,30,6
0.0793,0.6542182,0.7723758,30,6
0.07920261,0.6526905,0.7692446,30,6
0.0834744,0.6500461,0.7689963,30,6
0.08659979,0.6517836,0.7700007,30,6
0.08651834,0.650239,0.7698159,30,6
0.08583312,0.6438175,0.7695099,30,6
0.0857835,0.6385115,0.7685561,30,6
0.08453068,0.6405091,0.769971,30,6
0.07807313,0.6445198,0.7736502,30,6
0.07110514,0.6436536,0.7757352,30,6
0.06971629,0.6437154,0.7753137,30,6
0.07210087,0.6426099,0.7745454,30,6
0.07330894,0.6387286,0.7750742,30,6
0.07347583,0.6401249,0.7752668,30,6
0.0756647,0.6416371,0.7746809,30,6
0.0761512,0.6411458,0.7751328,30,6
0.07795855,0.6439633,0.7743988,30,6
0.08307877,0.6434748,0.7711675,30,6
0.08274579,0.6422997,0.7686008,30,6
0.08165387,0.6450305,0.7689039,30,6
0.08367639,0.6464646,0.7702193,30,6
0.08315746,0.648543,0.7693923,30,6
0.08286336,0.6496753,0.7701439,30,6
0.08157938,0.6501581,0.7724302,30,6
0.07744489,0.653961,0.771091,30,6
0.07562057,0.6546541,0.769624,30,6
0.07563207,0.651917,0.7701409,30,6
0.07637614,0.6509086,0.7737141,30,6
0.07693344,0.6507466,0.777973,30,6
0.0759435,0.6486623,0.7750152,30,6
0.07642845,0.644279,0.7701475,30,6
0.07704936,0.6424245,0.7686239,30,6
0.077772,0.6421667,0.7673032,30,6
0.08052053,0.639398,0.7665646,30,6
0.08166968,0.6383867,0.7670939,30,6
0.08212784,0.6405218,0.770733,30,6
0.08188378,0.6436498,0.7749149,30,6
0.07913081,0.6470733,0.7733333,30,6
0.07625759,0.6475397,0.7686116,30,6
0.07399699,0.6451514,0.7669945,30,6
0.07478636,0.6443566,0.7683529,30,6
0.07616725,0.6470941,0.7683375,30,6
0.07612128,0.6497377,0.7681827,30,6
0.07848557,0.6487157,0.7709753,30,6
0.07829247,0.6472722,0.7730408,30,6
0.07667841,0.6454983,0.7722011,30,6
0.07733829,0.6419141,0.7712623,30,6
0.07530731,0.6425525,0.7732307,30,6
0.07571808,0.6449252,0.7777784,30,6
0.07992489,0.6432145,0.7793227,30,6
0.08085029,0.6427311,0.7737341,30,6
0.07887871,0.6433491,0.7676353,30,6
0.07688305,0.6425868,0.7689687,30,6
0.07768531,0.6423821,0.771003,30,6
0.07892724,0.641699,0.7704278,30,6
0.07990626,0.6432045,0.7733691,30,6
0.0829493,0.6458177,0.7757558,30,6
0.08226221,0.6464425,0.7772738,30,6
0.08006881,0.6492358,0.7798624,30,6
0.08038662,0.65075,0.7785828,30,6
0.07772607,0.6476517,0.7769643,30,6
0.07557725,0.6454102,0.7755045,30,6
0.07733731,0.6448059,0.7744877,30,6
0.07831702,0.64444,0.7782825,30,6
0.07756728,0.6452443,0.7800602,30,6
0.07661688,0.6462548,0.7787779,30,6
0.07670012,0.6458864,0.7779058,30,6
0.07805923,0.6457464,0.7756332,30,6
0.07955617,0.6469351,0.7741604,30,6
0.07863007,0.6474541,0.7718597,30,6
0.07688209,0.6472314,0.7656591,30,6
0.07854044,0.6471595,0.760902,30,6
0.08077242,0.6470377,0.7651366,30,6
0.08209226,0.6464007,0.7722745,30,6
0.08173837,0.6453084,0.7745498,30,6
0.07973181,0.6448547,0.7789994,30,6
0.0815144,0.6444221,0.7802163,30,6
0.08227472,0.6441557,0.7757193,30,6
0.07866782,0.6446853,0.7790254,30,6
0.07769757,0.6446016,0.780279,30,6
0.08024762,0.6453582,0.7731292,30,6
